age,years_employed,annual_income,credit_score,debt_to_income_ratio,num_existing_loans,previous_defaults,loan_amount,loan_term_months,loan_purpose,avg_monthly_balance,months_as_customer,default
32,4,23800.0,453,0.28,1,0,5000.0,12,personal,557.51,45,0
28,4,15300.0,601,0.15,0,1,5000.0,24,personal,357.4,40,0
40,14,18900.0,438,0.29,2,0,8500.0,24,personal,472.99,22,0
49,11,34300.0,503,0.23,2,0,6500.0,12,debt_consolidation,1576.93,104,0
45,4,18200.0,442,0.21,2,0,13500.0,48,personal,508.45,85,0
30,4,26900.0,525,0.37,1,1,8000.0,60,personal,210.27,135,0
49,6,28600.0,530,0.26,0,0,12000.0,48,personal,683.85,137,0
32,2,28200.0,512,0.16,0,0,7000.0,24,home_improvement,1090.34,56,0
39,11,26600.0,430,0.33,1,0,9000.0,48,debt_consolidation,718.08,48,0
36,9,38300.0,463,0.19,1,1,15000.0,12,debt_consolidation,1439.27,10,0
36,12,55600.0,611,0.18,0,0,6500.0,24,home_improvement,1535.87,100,0
34,8,23700.0,406,0.23,0,1,16500.0,12,business,110.89,57,0
29,6,36600.0,433,0.45,1,0,11500.0,48,personal,1384.21,34,0
47,13,63500.0,649,0.21,1,0,23500.0,12,home_improvement,2909.89,31,0
23,2,21000.0,624,0.16,0,0,5500.0,48,home_improvement,485.0,15,0
29,5,15000.0,552,0.17,1,0,5000.0,48,business,245.04,17,0
39,2,26800.0,546,0.32,1,0,5000.0,24,personal,900.93,63,0
39,3,28500.0,503,0.22,1,0,12500.0,12,personal,127.04,57,0
45,16,44600.0,435,0.19,1,1,13000.0,12,personal,828.95,90,0
49,6,27700.0,453,0.31,0,1,5000.0,12,education,960.71,109,0
32,3,17700.0,529,0.45,3,0,12500.0,60,home_improvement,142.43,75,0
33,7,32100.0,628,0.58,4,0,5000.0,36,home_improvement,1071.58,43,0
49,14,44600.0,525,0.28,3,0,9000.0,36,home_improvement,1235.08,93,0
54,7,20100.0,516,0.16,0,0,8000.0,48,business,199.22,78,0
44,9,37900.0,512,0.37,3,0,7500.0,12,home_improvement,2284.84,108,0
38,11,18200.0,481,0.17,1,1,8500.0,60,debt_consolidation,201.1,102,0
44,16,69800.0,595,0.16,1,0,20500.0,48,business,3581.57,101,0
30,7,30200.0,398,0.1,0,0,8500.0,12,personal,293.58,69,0
37,5,33600.0,583,0.1,0,1,7000.0,48,education,453.39,55,0
47,15,23100.0,554,0.22,0,0,5000.0,12,home_improvement,497.11,65,0
25,4,15000.0,398,0.18,0,0,17000.0,48,home_improvement,436.1,36,0
41,13,24900.0,442,0.23,0,0,12000.0,48,home_improvement,780.02,96,0
52,28,32100.0,608,0.55,3,0,6000.0,60,personal,1059.44,47,0
42,20,27500.0,478,0.47,3,1,10500.0,36,personal,1373.3,133,0
44,18,26000.0,548,0.24,2,0,5000.0,12,home_improvement,900.32,127,0
48,21,47900.0,448,0.69,4,0,11500.0,12,debt_consolidation,1672.61,139,0
41,8,20000.0,612,0.51,3,0,8000.0,12,debt_consolidation,757.75,53,0
31,0,15400.0,514,0.45,1,0,5000.0,12,personal,793.73,37,0
38,10,34400.0,551,0.17,1,1,5000.0,24,personal,1562.91,32,0
34,7,17100.0,517,0.13,1,0,6500.0,60,education,100.0,59,0
38,10,71400.0,445,0.3,2,0,21500.0,48,education,2858.09,26,0
51,23,44200.0,542,0.17,1,0,16500.0,48,personal,400.14,21,0
36,7,34800.0,493,0.15,1,0,15500.0,60,home_improvement,1350.77,29,0
37,11,27000.0,439,0.27,1,0,5000.0,36,personal,1006.93,87,0
21,2,22000.0,592,0.22,1,0,16000.0,48,home_improvement,576.37,3,0
36,8,66000.0,471,0.22,0,0,21500.0,48,home_improvement,2832.7,101,0
37,6,25100.0,402,0.31,3,0,5000.0,60,home_improvement,650.93,34,0
41,18,25600.0,518,0.22,0,0,13000.0,60,personal,309.25,169,0
47,2,17200.0,442,0.1,0,0,7500.0,48,personal,301.9,109,0
36,7,15000.0,356,0.19,1,0,5000.0,24,home_improvement,403.69,42,0
48,10,38400.0,586,0.09,0,0,10500.0,24,debt_consolidation,718.54,16,0
45,3,28800.0,612,0.25,1,0,9000.0,48,personal,1340.05,103,0
53,12,48000.0,613,0.1,1,0,14000.0,24,home_improvement,782.04,94,0
33,6,48600.0,537,0.3,2,0,11000.0,12,debt_consolidation,1089.8,100,0
56,7,25100.0,533,0.19,0,0,5000.0,12,personal,1049.17,121,0
43,4,24400.0,601,0.24,1,0,8500.0,48,business,458.34,106,0
34,5,30800.0,560,0.16,1,0,5000.0,48,education,961.34,23,0
44,11,16600.0,525,0.18,0,0,12000.0,48,debt_consolidation,380.67,85,0
52,16,43900.0,505,0.35,1,0,8000.0,36,personal,1965.84,176,0
37,13,46400.0,552,0.25,0,0,16500.0,48,business,696.44,38,0
32,5,32800.0,469,0.32,0,0,7000.0,48,debt_consolidation,611.95,68,0
35,8,59100.0,572,0.21,0,0,5000.0,60,business,1788.15,56,0
29,5,30200.0,415,0.33,1,0,5000.0,60,debt_consolidation,1383.85,59,0
27,4,22600.0,519,0.33,1,0,7000.0,12,debt_consolidation,825.64,72,0
39,10,42600.0,457,0.26,3,0,13500.0,12,home_improvement,1273.08,10,0
47,3,20300.0,584,0.05,0,0,7000.0,12,debt_consolidation,646.77,141,0
49,6,62200.0,578,0.1,1,1,14500.0,60,business,2000.6,72,0
55,20,67900.0,548,0.31,4,1,29500.0,36,business,3991.83,154,0
57,14,29100.0,645,0.17,0,0,19000.0,36,home_improvement,265.44,166,0
37,8,17000.0,428,0.1,0,0,5000.0,36,debt_consolidation,773.72,158,0
44,10,19400.0,488,0.35,2,1,12000.0,60,personal,495.98,41,0
34,10,19700.0,543,0.29,2,0,5000.0,12,debt_consolidation,630.9,85,0
38,9,24600.0,461,0.3,2,1,6500.0,12,home_improvement,1175.53,92,0
43,14,20700.0,574,0.23,1,0,11500.0,60,home_improvement,346.64,116,0
48,9,21500.0,436,0.24,0,0,8500.0,36,business,384.44,139,0
33,7,20900.0,558,0.17,0,0,13000.0,12,debt_consolidation,1159.18,117,0
46,1,15400.0,529,0.27,0,0,19000.0,48,debt_consolidation,168.91,139,0
45,18,27700.0,618,0.55,4,1,9500.0,24,education,648.89,120,0
47,7,23100.0,445,0.29,2,0,5000.0,24,business,395.78,148,0
28,5,26700.0,575,0.18,0,0,8000.0,24,personal,460.68,10,0
48,16,46600.0,578,0.4,2,0,22000.0,12,home_improvement,875.61,101,0
36,8,42400.0,501,0.34,0,0,16500.0,24,personal,803.7,84,0
33,5,25400.0,463,0.36,2,0,5000.0,24,personal,272.6,42,0
55,13,21700.0,557,0.26,1,1,13500.0,24,debt_consolidation,262.12,58,0
45,16,41900.0,565,0.14,0,0,19000.0,48,personal,214.73,5,0
41,3,16800.0,460,0.08,0,0,5000.0,36,personal,987.71,54,0
38,9,16600.0,458,0.46,1,0,5000.0,24,debt_consolidation,221.33,80,0
32,10,22500.0,395,0.11,0,0,5000.0,24,business,579.44,23,0
41,8,30600.0,445,0.35,2,0,20000.0,24,debt_consolidation,242.52,65,0
44,12,18000.0,484,0.41,0,0,9000.0,48,business,553.33,89,0
29,2,21300.0,493,0.26,0,0,6000.0,12,home_improvement,770.94,154,0
39,13,29700.0,459,0.19,0,0,9000.0,24,home_improvement,1764.03,88,0
33,3,20400.0,563,0.18,2,0,17000.0,24,business,905.85,24,0
33,5,25500.0,523,0.21,1,0,19500.0,12,home_improvement,789.68,68,0
60,25,28000.0,603,0.3,2,0,5500.0,24,debt_consolidation,214.82,34,0
51,12,57300.0,480,0.11,1,0,11000.0,48,business,1826.77,168,0
26,2,15400.0,437,0.24,1,0,8000.0,48,business,227.58,16,0
51,6,36600.0,449,0.48,2,0,5000.0,12,personal,1273.75,113,0
47,9,34500.0,546,0.09,0,0,5000.0,24,debt_consolidation,988.21,113,0
33,8,39700.0,473,0.3,1,0,5000.0,48,education,1824.11,18,0
35,5,26000.0,555,0.32,1,0,12000.0,24,home_improvement,1283.24,55,0
31,10,20100.0,494,0.24,2,0,11500.0,12,home_improvement,480.15,78,0
61,19,19400.0,581,0.26,1,0,5000.0,12,business,473.15,151,0
29,9,24400.0,494,0.3,2,0,16500.0,48,personal,408.45,31,0
33,4,34100.0,550,0.22,1,1,5000.0,12,personal,547.24,59,0
42,20,47000.0,459,0.54,2,1,31000.0,24,home_improvement,1715.74,36,0
45,21,35200.0,504,0.18,0,1,16500.0,24,business,318.21,54,0
59,15,45900.0,541,0.14,1,0,24000.0,36,debt_consolidation,1560.04,42,0
34,9,80200.0,494,0.45,3,0,25500.0,24,personal,693.06,92,0
25,4,31300.0,529,0.41,1,0,5000.0,60,home_improvement,1242.79,24,0
39,5,58800.0,493,0.23,1,0,28500.0,60,education,539.68,9,0
27,4,20800.0,392,0.28,2,0,8500.0,36,business,655.6,38,0
41,10,24900.0,483,0.4,3,0,5000.0,36,debt_consolidation,1296.09,107,0
33,2,34100.0,570,0.45,1,0,12500.0,12,personal,808.08,79,0
52,12,35300.0,608,0.34,2,0,5000.0,48,debt_consolidation,435.37,18,0
49,25,19900.0,645,0.25,1,0,15000.0,48,business,927.68,156,0
41,10,38500.0,564,0.29,0,1,5000.0,60,personal,1194.16,103,0
55,12,31000.0,562,0.15,1,0,19000.0,24,personal,634.75,139,0
48,4,21700.0,544,0.21,1,0,5000.0,24,personal,100.0,67,0
31,4,20000.0,458,0.29,0,1,17000.0,24,debt_consolidation,412.2,38,0
52,8,20200.0,579,0.13,0,0,24500.0,12,personal,528.13,70,0
58,16,71500.0,652,0.33,2,0,20500.0,24,business,1555.93,153,0
34,2,21800.0,518,0.37,2,2,9500.0,24,home_improvement,360.56,129,1
59,20,20800.0,520,0.31,1,0,5000.0,24,home_improvement,691.59,180,0
48,12,54500.0,479,0.4,3,0,15500.0,24,home_improvement,1291.54,127,0
50,10,47500.0,624,0.43,3,0,14500.0,60,personal,1849.52,69,0
40,17,39300.0,565,0.47,2,0,18000.0,12,personal,2494.96,8,0
29,2,19500.0,430,0.28,0,0,11500.0,36,personal,665.75,62,0
46,15,91300.0,613,0.32,2,0,22000.0,36,home_improvement,3540.16,120,0
37,9,33400.0,529,0.22,2,0,5000.0,36,debt_consolidation,784.11,80,0
32,9,38700.0,469,0.21,0,0,18000.0,24,personal,1456.22,63,0
30,3,29400.0,482,0.24,0,1,22500.0,48,personal,1668.04,9,0
51,9,31500.0,567,0.42,2,0,11500.0,48,home_improvement,674.32,95,0
35,1,32000.0,518,0.35,3,0,10500.0,24,personal,403.1,70,0
39,8,49000.0,397,0.41,3,0,5000.0,36,home_improvement,271.07,71,0
49,6,36900.0,504,0.26,3,0,16500.0,48,home_improvement,268.87,212,0
45,2,15000.0,449,0.23,2,0,7000.0,12,debt_consolidation,400.63,55,0
54,17,29600.0,556,0.17,1,0,15500.0,48,home_improvement,519.09,108,0
33,3,15000.0,501,0.18,1,0,9000.0,12,personal,269.1,79,0
29,6,39500.0,467,0.29,2,0,5000.0,24,personal,1059.45,60,0
34,8,20800.0,537,0.34,1,1,9000.0,12,business,551.04,75,0
37,5,17200.0,376,0.29,2,0,12000.0,36,business,500.73,80,0
43,13,16500.0,495,0.25,2,0,12000.0,60,home_improvement,328.03,70,0
49,13,68600.0,524,0.33,2,1,27000.0,48,debt_consolidation,4123.1,137,0
36,7,31500.0,617,0.15,0,0,17000.0,36,debt_consolidation,805.43,24,0
46,17,44800.0,689,0.32,1,0,12500.0,36,business,2174.65,68,0
31,5,20300.0,541,0.12,0,0,10500.0,24,home_improvement,695.14,57,0
47,20,58000.0,512,0.18,2,0,27000.0,36,debt_consolidation,1413.19,34,0
29,5,15800.0,474,0.18,0,0,17000.0,60,debt_consolidation,835.9,44,1
42,7,36400.0,504,0.44,1,0,5500.0,12,home_improvement,2121.71,160,0
25,1,20000.0,404,0.34,0,0,7500.0,24,debt_consolidation,900.08,33,1
34,7,32100.0,412,0.27,1,0,11500.0,36,personal,109.34,101,0
35,11,31800.0,534,0.44,3,1,15500.0,12,business,1269.36,56,0
34,13,40700.0,444,0.34,1,0,16500.0,24,debt_consolidation,671.23,68,0
28,7,39900.0,460,0.14,1,0,17500.0,24,personal,254.24,36,0
37,7,34200.0,565,0.27,0,0,5000.0,48,home_improvement,455.15,92,0
58,28,53500.0,598,0.29,1,1,12500.0,48,personal,2418.61,184,0
43,13,29200.0,507,0.19,1,0,9500.0,36,personal,1170.88,53,0
43,6,24900.0,520,0.24,0,0,10500.0,60,debt_consolidation,874.71,71,0
32,3,15000.0,487,0.25,0,0,5000.0,48,business,100.0,33,0
42,7,25500.0,532,0.31,2,0,5000.0,24,personal,1124.22,84,0
46,3,27700.0,475,0.53,3,0,8000.0,60,personal,413.49,36,0
28,2,23600.0,510,0.41,0,0,15500.0,60,personal,867.47,48,0
34,4,21700.0,559,0.35,2,0,14500.0,48,personal,376.84,66,0
49,8,15000.0,481,0.37,2,0,5000.0,12,debt_consolidation,100.91,106,0
41,14,17500.0,522,0.27,0,0,7500.0,48,business,800.63,37,0
43,13,31400.0,642,0.42,2,0,12500.0,24,business,729.35,105,0
34,4,23600.0,498,0.23,1,0,11000.0,48,debt_consolidation,651.53,26,0
37,3,34700.0,514,0.25,2,0,10000.0,24,personal,873.14,44,0
58,23,21100.0,525,0.53,3,0,17500.0,12,business,1174.33,98,0
56,20,71200.0,607,0.38,3,0,12000.0,24,personal,1369.37,72,0
24,3,19700.0,478,0.43,1,0,5000.0,36,home_improvement,350.61,23,0
33,4,15000.0,395,0.3,1,0,7500.0,12,personal,375.34,44,0
44,6,21200.0,585,0.28,1,0,5000.0,60,personal,300.14,126,0
41,7,22900.0,567,0.14,0,0,5000.0,12,personal,505.32,97,0
56,12,44100.0,435,0.27,1,0,17500.0,36,debt_consolidation,1011.66,186,0
46,8,38900.0,551,0.51,5,1,12500.0,12,personal,1133.46,125,0
59,21,22000.0,583,0.19,1,0,5000.0,48,personal,371.02,175,0
35,5,25600.0,455,0.47,3,0,5000.0,60,home_improvement,594.37,86,0
50,20,41500.0,580,0.13,0,0,15000.0,48,personal,1124.1,146,0
31,4,36500.0,382,0.27,3,0,23000.0,36,home_improvement,662.51,59,0
51,26,65500.0,555,0.08,1,0,16500.0,24,debt_consolidation,1840.63,128,0
36,8,33800.0,550,0.41,0,0,29500.0,12,business,1301.78,21,0
32,3,18600.0,554,0.23,0,1,10000.0,12,personal,559.81,30,0
57,23,77700.0,658,0.41,1,0,10500.0,12,debt_consolidation,2380.53,181,0
47,11,49900.0,483,0.42,4,0,16500.0,60,personal,1565.02,24,0
51,8,34100.0,564,0.22,1,0,6000.0,48,personal,1589.66,158,0
43,4,17200.0,573,0.33,1,0,20000.0,36,debt_consolidation,569.14,14,0
54,19,55500.0,516,0.3,2,0,28000.0,12,business,3244.11,45,0
39,5,33900.0,419,0.27,0,0,8000.0,12,debt_consolidation,717.83,94,0
27,2,22000.0,516,0.26,1,0,5000.0,36,personal,367.64,68,0
38,12,39600.0,497,0.17,0,1,5000.0,24,home_improvement,1295.61,70,0
65,13,49200.0,653,0.29,4,0,18500.0,60,personal,2315.87,229,0
49,23,40200.0,520,0.4,3,0,12000.0,60,debt_consolidation,1762.06,34,0
57,11,32100.0,469,0.45,2,0,16500.0,24,education,1360.66,90,0
44,18,21200.0,531,0.12,0,0,5000.0,48,home_improvement,535.92,63,0
44,20,38700.0,584,0.36,1,0,18500.0,12,debt_consolidation,1458.69,116,0
43,10,23600.0,560,0.35,2,0,7000.0,36,personal,1277.64,82,0
46,2,30100.0,596,0.46,2,0,5000.0,12,business,709.79,45,0
40,9,27900.0,499,0.1,0,1,17000.0,60,business,612.12,126,0
37,6,40800.0,565,0.14,0,2,8500.0,12,business,857.97,103,0
36,13,38500.0,589,0.23,2,0,8000.0,12,personal,933.58,62,0
45,19,50300.0,442,0.4,1,1,26000.0,36,personal,1834.96,120,0
43,14,28300.0,528,0.23,1,1,20500.0,60,personal,400.08,108,0
39,4,43500.0,450,0.26,3,0,10000.0,12,personal,1045.91,39,0
34,16,54200.0,477,0.29,1,1,14500.0,24,education,550.76,47,0
44,3,19000.0,544,0.17,1,0,21500.0,24,home_improvement,846.66,99,0
42,15,25400.0,463,0.21,2,0,17500.0,36,debt_consolidation,707.46,35,0
35,7,42600.0,571,0.38,2,0,15000.0,48,debt_consolidation,824.71,65,0
43,16,41600.0,547,0.24,1,0,13500.0,48,education,443.44,118,0
44,14,33800.0,563,0.2,0,0,10000.0,60,personal,100.0,131,0
43,17,52900.0,656,0.29,2,0,11500.0,24,debt_consolidation,1258.67,81,0
23,1,15000.0,447,0.25,1,0,6000.0,48,debt_consolidation,488.18,57,0
44,15,37200.0,541,0.33,4,0,15500.0,48,debt_consolidation,1376.5,59,0
34,8,44700.0,434,0.23,3,0,24500.0,48,personal,2049.44,15,0
32,4,24700.0,469,0.39,0,0,11500.0,48,personal,426.01,59,0
35,11,32400.0,527,0.38,1,1,18000.0,12,personal,1053.77,44,0
58,5,30400.0,488,0.19,1,0,5000.0,60,debt_consolidation,774.69,11,0
39,6,47400.0,523,0.2,2,0,12500.0,48,business,830.98,86,0
41,8,54900.0,494,0.17,2,0,16000.0,36,education,2273.36,40,0
35,3,15000.0,559,0.09,0,0,5000.0,36,education,301.18,63,0
25,2,17400.0,523,0.18,0,1,7500.0,12,personal,268.54,47,0
44,10,25400.0,614,0.15,1,0,11500.0,12,home_improvement,507.15,112,0
30,2,15000.0,608,0.31,2,1,5000.0,48,personal,863.55,51,1
32,2,26400.0,516,0.28,2,0,18000.0,24,business,433.38,67,0
44,7,17400.0,567,0.26,0,0,26500.0,12,debt_consolidation,100.0,61,0
40,11,27200.0,486,0.42,1,0,14500.0,12,home_improvement,736.95,80,0
53,17,38800.0,519,0.22,2,0,14500.0,12,debt_consolidation,1330.09,44,1
49,23,20900.0,523,0.18,1,0,5000.0,12,home_improvement,119.62,60,0
42,13,35100.0,521,0.07,0,0,13500.0,24,personal,878.84,95,0
63,19,85700.0,630,0.68,4,0,15500.0,36,personal,2459.98,119,0
55,6,31700.0,644,0.33,2,0,27500.0,36,home_improvement,164.87,23,0
42,6,33600.0,515,0.28,4,0,6500.0,36,business,688.37,39,0
37,3,37800.0,452,0.21,0,1,5000.0,60,business,432.02,96,0
53,12,57800.0,501,0.4,2,0,27000.0,36,business,1275.62,72,0
35,7,38300.0,598,0.61,5,0,8000.0,24,business,992.16,51,0
37,14,44800.0,517,0.22,0,0,27500.0,60,home_improvement,2079.35,119,0
30,5,18500.0,409,0.17,0,0,5000.0,48,home_improvement,100.0,75,0
44,7,25900.0,530,0.2,0,0,5000.0,12,home_improvement,552.53,67,0
33,9,39600.0,488,0.18,0,0,21500.0,36,personal,886.46,73,0
33,5,52700.0,424,0.25,0,0,14000.0,24,personal,1950.35,68,0
64,21,29900.0,705,0.18,1,0,5000.0,48,home_improvement,1766.59,139,0
34,7,34200.0,542,0.19,0,0,13500.0,12,home_improvement,735.43,29,0
27,3,17900.0,476,0.19,1,0,5000.0,12,debt_consolidation,660.26,38,0
37,7,20900.0,490,0.31,2,0,5000.0,36,debt_consolidation,462.53,93,0
47,15,70500.0,503,0.23,2,0,11500.0,48,home_improvement,2514.14,82,0
40,13,26800.0,595,0.36,0,2,5500.0,36,business,493.28,58,0
42,6,30700.0,525,0.18,1,0,16000.0,60,education,713.38,9,0
24,1,21600.0,525,0.3,0,1,17500.0,36,personal,238.12,21,0
35,4,20800.0,541,0.09,0,1,5000.0,24,personal,554.46,96,0
55,24,43100.0,415,0.16,0,0,6500.0,24,business,638.82,119,0
31,9,52400.0,551,0.12,0,0,18000.0,12,education,2597.84,58,0
50,5,15300.0,497,0.41,2,1,5000.0,24,education,544.87,176,0
25,3,31300.0,498,0.33,1,0,8000.0,12,home_improvement,441.26,18,0
47,10,58200.0,410,0.13,1,1,11000.0,48,personal,2883.74,51,0
48,12,55100.0,502,0.28,2,0,10500.0,60,home_improvement,2989.19,75,0
41,8,25600.0,446,0.32,0,1,5000.0,24,debt_consolidation,817.92,73,0
38,12,22400.0,556,0.2,0,0,5000.0,12,home_improvement,727.36,55,0
42,8,36100.0,506,0.15,1,0,19000.0,24,home_improvement,1119.08,38,0
52,19,31500.0,472,0.3,0,1,21500.0,12,debt_consolidation,797.46,172,0
30,3,25600.0,513,0.06,0,1,14500.0,48,personal,293.7,49,0
35,6,18300.0,477,0.16,0,0,5500.0,12,home_improvement,633.84,73,0
30,5,30600.0,460,0.35,1,0,24000.0,60,debt_consolidation,929.54,49,0
32,3,33600.0,541,0.26,0,1,5000.0,36,debt_consolidation,600.22,31,0
42,5,47800.0,601,0.2,1,0,10500.0,24,education,2047.75,71,0
45,13,21800.0,508,0.16,1,0,7500.0,12,business,100.92,61,0
50,9,22300.0,527,0.33,1,1,15500.0,36,personal,1141.71,82,0
48,20,64200.0,665,0.22,3,0,11000.0,12,education,2855.5,99,0
31,8,31900.0,446,0.4,0,0,5000.0,24,debt_consolidation,1597.62,65,0
27,4,43200.0,445,0.3,1,0,5000.0,24,debt_consolidation,158.09,30,0
32,8,23300.0,439,0.28,0,0,5000.0,24,home_improvement,994.79,53,0
30,8,26800.0,466,0.32,0,0,17000.0,24,personal,951.96,56,0
54,11,23300.0,567,0.19,2,0,16500.0,12,home_improvement,578.43,155,0
40,6,15000.0,406,0.38,0,1,18000.0,36,home_improvement,227.93,48,0
49,14,31100.0,526,0.28,1,0,20000.0,24,home_improvement,1555.94,7,0
28,5,20000.0,502,0.35,0,0,5000.0,24,home_improvement,706.32,29,0
37,5,27700.0,480,0.37,1,0,5000.0,48,home_improvement,324.2,98,0
52,9,15400.0,440,0.17,1,0,5000.0,36,home_improvement,551.25,43,0
39,13,49200.0,564,0.27,3,0,22000.0,48,business,947.56,27,0
44,18,47700.0,554,0.27,0,0,5000.0,12,home_improvement,1000.01,30,0
56,23,42800.0,640,0.23,1,0,9500.0,12,debt_consolidation,1455.73,78,0
25,3,19500.0,585,0.23,1,1,8500.0,36,business,165.43,32,0
31,1,15000.0,435,0.29,2,0,5000.0,12,debt_consolidation,358.38,57,0
30,3,55100.0,459,0.21,1,1,27500.0,36,business,2533.96,30,0
43,3,23600.0,353,0.15,0,0,13500.0,12,debt_consolidation,664.97,72,0
38,8,35100.0,535,0.25,2,0,5000.0,24,business,1034.89,242,0
36,1,31800.0,341,0.53,1,0,19500.0,36,business,1269.59,79,0
32,5,36000.0,604,0.2,0,0,23000.0,60,personal,1058.59,55,0
55,34,58100.0,648,0.18,2,1,23500.0,24,education,1350.95,46,0
34,9,51600.0,482,0.4,1,0,22500.0,24,home_improvement,1387.56,65,0
50,15,19100.0,528,0.58,3,0,21000.0,48,personal,944.63,108,0
43,11,59600.0,558,0.39,0,0,11500.0,12,home_improvement,2178.48,99,0
25,4,23000.0,466,0.27,1,0,6000.0,24,business,653.97,33,0
24,2,15400.0,526,0.05,0,0,5000.0,12,personal,551.62,25,0
39,6,20600.0,488,0.15,0,0,16500.0,60,debt_consolidation,1121.47,85,0
35,3,47200.0,534,0.03,0,0,19000.0,24,business,645.59,74,0
30,2,30200.0,431,0.53,2,0,11500.0,24,business,1244.24,22,0
56,12,62500.0,452,0.28,3,1,17000.0,48,personal,784.78,95,0
29,5,15000.0,361,0.18,1,0,5000.0,24,home_improvement,411.62,55,0
49,13,56900.0,540,0.19,0,0,12000.0,36,home_improvement,438.32,154,0
54,35,43200.0,535,0.35,1,1,19000.0,36,debt_consolidation,299.57,125,0
32,9,15000.0,437,0.25,1,0,5000.0,24,debt_consolidation,197.87,14,0
45,6,36900.0,454,0.28,1,0,25000.0,48,personal,505.82,49,0
47,13,50600.0,534,0.42,3,0,6000.0,12,personal,882.78,59,0
34,1,31000.0,463,0.33,0,0,11000.0,36,personal,737.99,38,0
37,9,42600.0,636,0.29,1,0,26500.0,60,debt_consolidation,1164.72,172,0
31,10,15400.0,444,0.36,1,0,11000.0,36,business,504.92,53,0
37,4,22400.0,391,0.35,2,0,5000.0,24,personal,556.12,102,0
47,6,44200.0,592,0.36,0,0,14000.0,12,home_improvement,1136.53,54,0
24,3,27900.0,476,0.31,1,1,5000.0,36,debt_consolidation,551.3,13,0
34,9,25700.0,393,0.18,0,1,8000.0,12,personal,277.37,35,0
36,9,29200.0,531,0.24,0,0,10500.0,12,home_improvement,1097.92,36,0
51,16,32900.0,488,0.19,0,1,5000.0,48,debt_consolidation,642.27,98,0
48,6,24200.0,506,0.26,2,1,17500.0,60,personal,573.38,70,0
34,7,54100.0,464,0.36,2,0,25500.0,48,debt_consolidation,1131.96,35,0
52,13,40400.0,598,0.27,2,0,8000.0,60,personal,889.89,115,0
31,7,28200.0,426,0.14,0,0,19000.0,48,debt_consolidation,1579.56,25,0
54,17,29500.0,500,0.56,6,1,16000.0,24,personal,650.84,120,0
56,20,18700.0,498,0.24,0,0,6000.0,12,personal,546.05,93,0
38,7,27100.0,418,0.31,2,0,9000.0,36,personal,886.02,47,0
50,17,42700.0,590,0.1,0,0,5000.0,12,home_improvement,1254.2,137,0
34,8,21900.0,576,0.2,1,0,5000.0,24,debt_consolidation,891.14,42,0
33,10,30500.0,418,0.18,0,1,7500.0,48,education,954.93,60,0
54,22,77900.0,726,0.35,0,1,22500.0,36,debt_consolidation,911.82,54,0
44,6,31200.0,559,0.2,0,1,7500.0,12,debt_consolidation,642.08,80,0
33,6,35800.0,359,0.29,0,1,7000.0,12,education,1869.18,56,0
53,19,29000.0,523,0.43,0,1,11500.0,12,personal,936.56,76,0
38,3,30800.0,538,0.41,1,0,5000.0,24,debt_consolidation,1486.21,68,0
23,3,18200.0,493,0.13,1,0,15000.0,60,debt_consolidation,397.24,12,0
50,3,25900.0,537,0.24,2,1,5000.0,36,personal,1013.27,120,0
36,8,28700.0,430,0.24,0,0,7500.0,36,home_improvement,713.82,65,0
44,16,38300.0,556,0.23,1,1,15000.0,12,home_improvement,643.08,61,0
54,11,28900.0,633,0.42,1,0,17000.0,60,education,877.17,199,0
27,3,26500.0,430,0.31,1,0,12000.0,24,home_improvement,580.28,8,0
47,19,28900.0,543,0.32,1,0,5000.0,24,personal,1032.73,39,0
41,10,30500.0,550,0.17,1,0,26000.0,24,business,481.95,131,0
58,12,34800.0,564,0.24,2,1,11000.0,24,debt_consolidation,508.81,282,0
37,8,15000.0,498,0.35,2,0,5000.0,48,personal,463.97,66,0
21,2,27400.0,558,0.28,1,0,9500.0,12,home_improvement,346.29,29,0
36,12,45600.0,396,0.33,1,0,9500.0,36,personal,1002.06,70,1
50,2,38600.0,551,0.35,2,0,5000.0,48,business,520.95,70,0
46,13,22900.0,519,0.21,1,0,5000.0,12,education,100.0,139,0
29,5,16000.0,474,0.31,2,0,16500.0,48,personal,286.02,58,0
57,20,40100.0,618,0.4,2,0,7000.0,48,personal,842.14,172,0
39,1,20700.0,364,0.14,0,1,5000.0,60,debt_consolidation,186.82,81,0
30,2,25300.0,488,0.13,1,0,5000.0,36,home_improvement,324.07,37,0
42,13,44800.0,462,0.31,0,0,11000.0,24,personal,2503.48,20,0
52,10,53200.0,539,0.36,0,0,15500.0,12,home_improvement,2008.44,162,0
43,14,29200.0,371,0.26,0,0,6500.0,48,personal,1151.65,83,0
30,6,28200.0,440,0.2,0,1,6000.0,12,business,175.19,44,0
50,7,31500.0,602,0.39,3,0,11000.0,24,debt_consolidation,1749.62,74,0
48,12,41500.0,552,0.32,2,0,5000.0,24,home_improvement,1127.65,104,0
51,25,38500.0,750,0.48,4,0,7500.0,36,debt_consolidation,395.47,252,0
27,6,15000.0,477,0.16,0,0,5000.0,24,debt_consolidation,481.67,71,0
39,5,41100.0,480,0.22,3,0,6500.0,36,personal,1292.28,103,0
56,16,27300.0,509,0.27,3,0,17000.0,48,personal,397.22,274,0
